Name,Type,S,G,S R,M S,H S,T S,G S,H L,T L,P,Diet
k6,Herbivore,Male,0.9,19.94,31.47,1.55,1.59,2.47,0.43,0.38,1.21,0.03
j2,Herbivore,Male,0.6,23.63,8.23,1.22,1.59,1.74,0.29,0.38,0.68,0.03
g2,Herbivore,Male,0.9,19.94,31.47,2.62,2.57,1.86,0.43,0.38,1.21,0.03
f2,Herbivore,Male,0.9,19.94,31.47,2.66,2.57,1.86,0.43,0.38,1.21,0.03
i2,Herbivore,Male,0.9,22.26,31.47,1.55,1.59,2.47,0.43,0.38,1.21,0.03
g2,Herbivore,Male,0.9,22.26,31.47,1.55,1.59,2.94,0.43,0.34,0.98,0.03
i2,Herbivore,Male,0.9,22.26,14.9,1.55,1.59,2.94,0.43,0.34,0.98,0.03
i2,Herbivore,Male,0.6,83.45,14.9,1.55,1.59,2.94,0.43,0.34,0.98,0.03
h2,Herbivore,Male,0.6,12.9,31.47,1.55,1.59,2.47,0.7,0.25,1.21,0.03
g2,Herbivore,Male,0.6,12.9,31.47,1.55,1.59,2.47,0.7,0.57,1.21,0.03
k2,Herbivore,Male,0.6,12.9,31.47,1.55,1.59,2.47,0.56,0.28,1.05,0.03
j2,Herbivore,Male,0.6,12.9,31.47,1.55,1.59,2.47,0.45,0.28,1.4,0.03
g2,Herbivore,Male,0.59,12.9,31.47,1.55,1.59,2.47,0.45,0.28,0.71,0.03
j2,Herbivore,Male,0.57,19.94,31.47,1.55,1.59,2.47,0.43,0.38,1.21,0.03
h2,Herbivore,Male,0.57,19.94,17.21,1.55,1.59,2.77,0.43,0.38,0.69,0.03
l2,Herbivore,Male,0.79,93.95,10.58,1.69,2,2.47,0.43,0.18,0.68,0.03
l2,Herbivore,Male,0.57,19.94,17.21,1.55,1.59,2.77,0.43,0.38,0.68,0.03
h2,Herbivore,Male,0.57,19.94,17.21,1.55,1.98,2.77,0.43,0.7,1.21,0.03
g2,Herbivore,Male,0.79,93.95,10.58,1.69,1.08,2.47,0.43,0.38,0.53,0.03
j2,Herbivore,Male,0.57,19.94,17.21,1.55,1.98,1.1,0.43,0.12,1.68,0.03
g2,Herbivore,Male,0.57,19.94,17.21,1.55,2.5,2.47,0.62,0.48,0.53,0.03
i2,Herbivore,Male,0.57,19.94,17.21,1.26,1.8,2.47,0.43,0.38,1.21,0.03
k2,Herbivore,Male,0.57,90.72,49.77,1.26,1.8,2.47,0.43,0.45,1.21,0.03
h2,Herbivore,Male,0.57,71.62,49.77,1.26,1.8,2.47,0.43,0.45,1.21,0.03
k2,Herbivore,Male,0.57,70.88,43.13,1.26,1.8,2.47,0.43,0.45,1.21,0.03
f2,Herbivore,Male,0.57,70.88,14.94,1.26,1.8,2.47,0.43,0.45,1.21,0.03
i2,Herbivore,Male,0.57,70.88,39.49,1.26,1.8,0.68,0.35,0.45,1.21,0.03
i2,Herbivore,Male,0.74,17.51,39.49,2.95,1.8,0.56,0.11,0.45,1.21,0.03
g2,Herbivore,Male,0.74,17.51,49.86,2.95,2.92,0.56,0.43,0.29,1.21,0.03
j2,Herbivore,Male,0.74,17.51,49.86,2.95,2.92,0.56,0.43,0.29,1.21,0.03
f2,Herbivore,Female,0.39,46.74,49.86,2.95,1.82,0.56,0.43,0.29,1.3,0.03
i2,Herbivore,Female,0.39,46.74,49.86,1.18,1.82,2.47,0.43,0.38,0.86,0.03
k2,Herbivore,Female,0.39,46.74,49.86,1.18,1.82,2.47,0.43,0.38,0.86,0.03
h2,Herbivore,Female,0.39,46.74,49.86,1.7,1.82,0.54,0.43,0.38,0.86,0.03
g2,Herbivore,Female,0.39,46.74,41,1.69,1.08,2.47,0.43,0.38,0.53,0.03
j2,Herbivore,Female,0.14,46.74,41,1.69,1.08,2.47,0.43,0.38,0.53,0.03
j2,Herbivore,Female,0.14,46.74,41,1.69,1.08,2.47,0.33,0.38,0.53,0.03
f2,Herbivore,Female,0.14,46.74,41,1.69,1.9,2.47,0.33,0.38,0.53,0.03
g2,Herbivore,Female,0.32,46.74,41,1.69,1.9,2.39,0.33,0.38,1.49,0.03
k6,Herbivore,Male,0.9,19.94,31.47,1.55,1.59,2.86,0.11,0.38,1.49,0.03
i2,Herbivore,Female,0.32,46.74,41,1.69,1.9,0.7,0.45,0.38,1.49,0.03
h2,Herbivore,Female,0.32,46.74,41,1.69,1.9,0.7,0.45,0.38,1.3,0.03
h2,Herbivore,Female,0.33,46.74,41,2.7,1.9,0.7,0.45,0.38,1.3,0.03
j2,Herbivore,Female,0.33,72.14,41,2.7,1.9,2.86,0.11,0.62,1.49,0.03
j2,Herbivore,Female,0.33,72.14,41,2.7,1.9,2.86,0.11,0.62,1.49,0.03
g2,Herbivore,Female,0.33,72.14,41,2.7,1.9,1.97,0.51,0.62,1.49,0.03
h2,Herbivore,Female,0.33,72.14,41,2.7,1.9,1.97,0.54,0.13,1.49,0.03
h2,Herbivore,Female,0.33,72.14,41,2.4,1.9,1.97,0.54,0.13,1.49,0.03
h2,Herbivore,Female,0.33,72.14,41,2.4,1.9,1.97,0.54,0.13,1.49,0.03
g2,Herbivore,Female,0.33,65.18999,41,2.13,1.9,2.52,0.54,0.13,1.49,0.03
l2,Herbivore,Female,0.33,19.94,32.04,1.55,1.59,2.86,0.11,0.38,1.49,0.03
j2,Herbivore,Female,0.33,19.94,32.04,2.71,1.59,2.86,0.11,0.38,1.49,0.03
l2,Herbivore,Female,0.33,19.94,32.04,2.71,1.59,2.86,0.11,0.45,0.53,0.03
k2,Herbivore,Female,0.33,70.4,44.08,2.71,1.59,2.86,0.11,0.45,1.58,0.03
g2,Herbivore,Female,0.33,70.4,44.08,2.71,1.59,2.86,0.11,0.45,1.58,0.03
k2,Herbivore,Female,0.33,70.4,34.07,2.71,1.59,2.86,0.51,0.41,1.23,0.03
k2,Herbivore,Female,0.33,72.01,34.07,1.03,1.59,2.86,0.51,0.41,1.23,0.03
h2,Herbivore,Female,0.29,72.01,34.07,1.03,1.59,2.41,0.43,0.38,0.53,0.03
f2,Herbivore,Female,0.29,72.01,34.07,1.03,1.59,2.41,0.42,0.38,0.53,0.03
j2,Herbivore,Female,0.29,72.01,14.65,1.03,2.67,2.41,0.42,0.32,0.53,0.03
l2,Herbivore,Female,0.26,93.95,39.59,1.69,1.05,1.48,0.42,0.32,0.53,0.03
g2,Herbivore,Female,0.29,72.01,14.65,1.03,2.67,2.41,0.6,0.32,0.53,0.03
i2,Herbivore,Female,0.29,59.55,14.65,2.37,2.67,1.32,0.49,0.32,0.53,0.03
j2,Herbivore,Female,0.29,59.55,14.65,2.37,2.67,1.32,0.49,0.55,0.53,0.03
h2,Herbivore,Female,0.29,59.55,7.86,2.37,2.67,0.53,0.49,0.47,1.24,0.03
i2,Herbivore,Female,0.29,59.55,7.86,2.37,1.11,0.53,0.49,0.47,1.77,0.03
g2,Herbivore,Female,0.29,59.55,29.02,2.37,2.14,0.53,0.49,0.47,1.77,0.03
h2,Herbivore,Male,0.72,59.55,29.02,2.37,2.14,0.53,0.49,0.47,1.77,0.03
h2,Herbivore,Male,0.72,59.55,14.02,2.37,2.14,0.53,0.49,0.47,0.71,0.03
h2,Herbivore,Male,0.53,48.78,46.3,1.55,1.59,2.86,0.11,0.57,1.49,0.03
k6,Herbivore,Female,0.07,19.94,31.47,1.55,1.83,2.86,0.64,0.23,1.49,0.03
k2,Herbivore,Male,0.53,48.78,46.3,1.55,1.59,2.86,0.59,0.57,1.26,0.03
h2,Herbivore,Male,0.53,48.78,46.3,1.55,1.27,2.86,0.59,0.57,1.26,0.03
g2,Herbivore,Male,0.53,48.78,46.3,1.55,1.27,1.48,0.13,0.32,0.53,0.03
g2,Herbivore,Male,0.53,48.78,46.3,1.55,2.44,1.48,0.13,0.22,0.53,0.03
g2,Herbivore,Female,0.26,19.94,31.47,1.55,1.83,2.86,0.64,0.23,1.49,0.03
h2,Herbivore,Male,0.84,48.78,31.47,1.24,1.33,2.86,0.64,0.62,1.85,0.03
l2,Herbivore,Male,0.84,48.78,31.47,1.24,1.33,2.86,0.64,0.62,1.85,0.03
g2,Herbivore,Male,0.84,48.78,31.47,1.24,1.33,2.86,0.64,0.62,1.85,0.03
k2,Herbivore,Male,0.84,48.78,46.8,1.24,1.33,2.86,0.64,0.62,1.85,0.03
h2,Herbivore,Male,0.84,48.78,46.8,1.24,1.33,2.86,0.64,0.62,1.85,0.03
h2,Herbivore,Female,0.26,19.94,38.39,1.55,1.83,2.86,0.64,0.49,1.66,0.03
j2,Herbivore,Female,0.36,19.94,38.39,1.51,1.99,1.84,0.64,0.23,1.49,0.03
i2,Herbivore,Female,0.36,19.94,24.85,1.51,1.99,1.84,0.64,0.23,1.49,0.03
f2,Herbivore,Male,0.76,19.94,43.55,1.51,1.99,1.84,0.64,0.23,1.49,0.03
i2,Herbivore,Female,0.21,40.85,43.55,1.51,1.99,1.84,0.64,0.23,1.99,0.03
j2,Herbivore,Female,0.21,40.85,43.55,1.51,1.99,1.84,0.25,0.23,0.51,0.03
j2,Herbivore,Male,0.73,90.00999,43.55,1.51,1.01,1.84,0.25,0.23,0.51,0.03
m2,Herbivore,Male,0.73,90.00999,43.55,1.51,1.01,1.84,0.25,0.23,1.33,0.03
i2,Herbivore,Female,0.14,90.00999,43.55,1.51,1.01,1.84,0.25,0.23,0.51,0.03
h2,Herbivore,Female,0.14,65.33,43.55,1.51,1.01,2.85,0.25,0.23,0.51,0.03
k2,Herbivore,Female,0.14,65.33,43.55,1.51,1.01,2.85,0.54,0.23,0.51,0.03
g2,Herbivore,Female,0.14,65.33,32.79,1.51,1.01,2.85,0.54,0.23,0.51,0.03
j2,Herbivore,Female,0.14,20.2,32.79,1.51,1.01,1.11,0.54,0.23,0.51,0.03
k2,Herbivore,Female,0.14,20.2,32.79,1.55,1.83,2.86,0.64,0.53,1.49,0.03
k2,Herbivore,Female,0.14,58.93,32.79,1.55,1.83,2.86,0.64,0.53,1.49,0.03
i2,Herbivore,Female,0.14,58.93,32.79,1.55,1.07,2.86,0.66,0.53,1.49,0.03
g2,Herbivore,Female,0.42,58.93,32.79,1.55,1.07,2.86,0.66,0.53,1.49,0.03
l2,Herbivore,Female,0.42,33.5,32.79,1.55,1.07,2.86,0.66,0.53,1.55,0.03
l2,Herbivore,Male,0.73,14.15,43.55,2.85,2.76,1.84,0.59,0.23,1.55,0.03
h2,Herbivore,Female,0.42,33.5,32.79,1.23,1.07,2.86,0.66,0.53,1.55,0.03
j2,Herbivore,Female,0.25,33.5,32.79,1.23,1.07,2.86,0.66,0.53,1.55,0.03
h2,Herbivore,Female,0.25,33.5,32.79,1.23,2.36,2.86,0.66,0.52,1.55,0.03
k2,Herbivore,Female,0.25,33.5,32.79,1.23,2.36,2.86,0.5,0.52,1.55,0.03
h2,Herbivore,Male,0.73,14.15,43.55,1.8,2.55,1.84,0.59,0.21,1.56,0.03
k2,Herbivore,Female,0.32,19.94,29.73,1.55,1.83,2.29,0.64,0.23,1.49,0.03
i2,Herbivore,Female,0.32,19.94,29.73,2.21,1.83,2.29,0.14,0.23,1.25,0.03
j2,Herbivore,Female,0.32,19.94,29.73,1.55,1.83,2.86,0.64,0.23,1.49,0.03
j2,Herbivore,Female,0.2,19.94,29.73,1.55,1.83,2.86,0.64,0.23,1.49,0.03
h2,Herbivore,Female,0.2,19.94,29.73,1.8,1.72,1.84,0.52,0.21,1.56,0.03
h2,Herbivore,Female,0.2,15.1,29.73,1.8,1.72,2.4,0.69,0.21,1.56,0.03
i2,Herbivore,Female,0.2,15.1,29.73,1.8,1.72,2.4,0.69,0.21,0.84,0.03
l2,Herbivore,Female,0.2,15.1,29.73,1.8,1.72,2.4,0.69,0.21,0.84,0.03
h2,Herbivore,Female,0.07,19.94,31.47,1.55,2.26,2.86,0.64,0.23,0.78,0.03
i2,Herbivore,Female,0.22,19.94,31.47,1.55,1.83,2.57,0.64,0.23,1.49,0.03
k2,Herbivore,Female,0.22,18.47,31.47,1.55,2.48,1.16,0.64,0.23,0.51,0.03
k2,Herbivore,Female,0.22,18.47,31.47,1.55,2.48,1.16,0.64,0.23,0.51,0.03
j2,Herbivore,Female,0.22,18.47,31.47,1.55,2.48,1.16,0.15,0.23,0.51,0.03
l2,Herbivore,Female,0.22,18.47,31.47,1.55,2.48,1.16,0.15,0.23,1.27,0.03
i2,Herbivore,Female,0.22,18.04,6.78,1.55,2.48,0.98,0.15,0.23,1.27,0.03
g2,Herbivore,Female,0.22,18.04,6.78,1.55,1.24,1.84,0.59,0.46,1.56,0.03
f2,Herbivore,Female,0.22,56.44,6.78,1.55,1.04,0.62,0.59,0.46,1.56,0.03
f2,Herbivore,Female,0.22,75.15,6.78,2.17,1.04,0.62,0.59,0.46,1.56,0.03
h2,Herbivore,Female,0.22,26.35,45.19,2.17,1.04,1.75,0.22,0.46,1.56,0.03
l2,Herbivore,Female,0.22,26.35,45.19,2.17,1.04,1.18,0.22,0.46,1.56,0.03
j2,Herbivore,Female,0.22,26.35,31.47,1.55,1.83,2.86,0.59,0.26,1.49,0.03
g2,Herbivore,Female,0.22,66.9,31.47,1.55,1.83,2.86,0.59,0.52,1.49,0.03
j2,Herbivore,Female,0.22,66.9,15.56,1.55,2.75,2.86,0.59,0.52,1.49,0.03
j2,Herbivore,Female,0.22,66.9,15.56,1.55,2.75,0.9,0.59,0.52,1.49,0.03
i2,Herbivore,Female,0.22,59.67,15.56,1.55,2.75,0.9,0.59,0.52,1.49,0.03
g2,Herbivore,Male,0.73,59.67,15.56,1.55,2.75,1.83,0.59,0.48,1.49,0.03
i2,Herbivore,Female,0.22,59.67,15.56,1.55,2.75,2.84,0.59,0.52,1.49,0.03
h2,Herbivore,Female,0.22,82.24,15.56,2.34,2.75,2.84,0.59,0.52,1.49,0.03
i2,Herbivore,Male,0.51,82.24,15.56,2.7,2.75,0.74,0.59,0.52,1.51,0.03
j2,Herbivore,Male,0.51,82.24,15.56,2.7,2.75,0.74,0.59,0.37,1.51,0.03
g2,Herbivore,Male,0.86,82.24,15.56,2.7,2.75,0.74,0.2,0.37,1.51,0.03
j2,Herbivore,Female,0.09999999,82.24,15.56,2.7,2.75,0.74,0.2,0.37,0.58,0.03
h2,Herbivore,Female,0.09999999,82.24,15.56,2.7,2.75,0.74,0.2,0.37,0.58,0.03
i2,Herbivore,Female,0.09999999,82.24,15.56,2.7,2.75,0.74,0.2,0.34,0.58,0.03
l2,Herbivore,Female,0.09999999,82.24,15.56,2.7,2.14,0.74,0.2,0.34,1.58,0.03
l2,Herbivore,Female,0.09999999,82.24,15.56,2.7,2.14,0.74,0.2,0.45,1.12,0.03
k2,Herbivore,Female,0.22,82.24,15.56,2.7,2.14,0.74,0.2,0.45,1.12,0.03
g2,Herbivore,Female,0.22,82.24,15.56,2.02,2.14,0.74,0.2,0.45,1.12,0.03
i2,Herbivore,Female,0.22,82.24,15.56,2.02,2.14,0.74,0.2,0.25,1.12,0.03
k2,Herbivore,Female,0.22,82.24,15.56,2.02,1.96,2.94,0.2,0.7,1.13,0.03
g2,Herbivore,Female,0.22,82.24,15.56,2.02,1.5,2.94,0.2,0.25,0.61,0.03
l2,Herbivore,Male,0.78,59.67,15.56,2.06,2.75,1.83,0.59,0.64,0.61,0.03
i2,Herbivore,Female,0.22,16.5,15.56,2.02,1.5,2.94,0.58,0.25,0.61,0.03
k2,Herbivore,Female,0.22,19.94,43.81,1.55,1.83,2.86,0.64,0.23,1.49,0.03
l2,Herbivore,Female,0.22,19.94,15.56,2.06,2.75,1.52,0.59,0.64,1.85,0.03
g2,Herbivore,Female,0.22,28.02,15.56,1.59,2.75,1.52,0.59,0.64,1.85,0.03
i2,Herbivore,Female,0.31,28.02,15.56,1.59,2.75,1.52,0.59,0.64,1.85,0.03
i2,Herbivore,Female,0.35,28.02,15.56,1.59,2.75,1.52,0.59,0.64,1.85,0.03
h2,Herbivore,Female,0.35,28.02,15.56,1.59,2.75,1.52,0.59,0.64,1.85,0.03
k6,Herbivore,Female,0.07,19.94,31.47,1.55,1.83,1.52,0.59,0.28,0.51,0.03
j2,Herbivore,Female,0.35,28.02,15.56,1.59,2.75,1.82,0.59,0.35,1.85,0.03
k2,Herbivore,Female,0.35,28.02,15.56,1.33,2.75,1.82,0.59,0.16,1.85,0.03
k2,Herbivore,Female,0.35,28.02,15.56,1.33,1.1,1.52,0.44,0.4,0.51,0.03
h2,Herbivore,Male,0.63,28.02,15.56,1.33,1.78,1.52,0.16,0.61,0.51,0.03
j2,Herbivore,Female,0,53.82,15.56,1.33,1.78,1.52,0.16,0.61,0.51,0.03
h2,Herbivore,Female,0,53.82,31.83,1.33,1.83,1.52,0.59,0.28,0.85,0.03
g2,Herbivore,Female,0,53.82,7.21,1.33,1.83,1.52,0.59,0.28,0.85,0.03
i2,Herbivore,Female,0,53.82,7.21,1.33,1.83,2.65,0.59,0.28,0.85,0.03
h2,Herbivore,Female,0,53.82,7.21,1.33,1.83,1.59,0.59,0.28,0.85,0.03
j2,Herbivore,Female,0,53.82,7.21,1.33,1.83,1.59,0.59,0.28,0.85,0.03
h2,Herbivore,Female,0,14.37,7.21,1.33,1.54,1.59,0.59,0.28,0.85,0.03
l2,Herbivore,Female,0,21.77,7.21,1.06,1.54,1.59,0.59,0.28,0.85,0.03
j2,Herbivore,Female,0,70.95,31.37,2.31,1.54,2.81,0.59,0.28,0.85,0.03
i2,Herbivore,Female,0,70.95,31.37,2.31,1.54,2.81,0.59,0.28,0.85,0.03
g2,Herbivore,Female,0,70.95,25.15,1.95,1.54,2.81,0.59,0.28,0.85,0.03
j2,Herbivore,Female,0,72.36,30.58,1.55,1,1.52,0.59,0.28,0.51,0.03
h2,Herbivore,Female,0,72.36,30.58,1.55,1,1.78,0.19,0.28,0.51,0.03
f2,Herbivore,Female,0,94.02,18.34,1.55,1,1.33,0.5,0.28,1.88,0.03
l2,Herbivore,Male,0.78,59.67,15.56,2.06,2.75,2.65,0.22,0.64,0.61,0.03
h2,Herbivore,Female,0,26.98,31.53,1.55,2.24,2.62,0.59,0.28,0.51,0.03
i2,Herbivore,Female,0,25.13,31.53,1.55,2.24,2.62,0.59,0.28,0.51,0.03
h2,Herbivore,Female,0.07,19.94,31.47,1.55,1.83,1.52,0.19,0.28,0.51,0.03
l6,Herbivore,Female,0.07,19.94,31.47,2.33,1.83,1.27,0.24,0.28,0.61,0.03
j2,Herbivore,Female,0.07,19.94,31.47,1.55,1.83,1.52,0.19,0.28,0.51,0.03
k2,Herbivore,Female,0.07,19.94,31.47,2.33,1.83,1.27,0.24,0.31,0.61,0.03
g2,Herbivore,Female,0.07,57.59,31.47,2.33,1.83,1.61,0.2,0.31,0.61,0.03
f2,Herbivore,Female,0.07,57.59,31.47,2.33,1.83,1.61,0.2,0.31,0.57,0.03
k2,Herbivore,Female,0.07,57.59,38.79,2.33,1.83,1.61,0.2,0.41,0.57,0.03
i2,Herbivore,Male,0.9899999,57.59,38.79,1.8,2.13,1.61,0.2,0.18,0.57,0.03
k2,Herbivore,Female,0.18,46.56,18.38,1.8,2.13,1.61,0.22,0.18,0.53,0.03
g2,Herbivore,Male,0.64,59.67,15.56,2.89,2.39,2.65,0.54,0.64,0.61,0.03
j2,Herbivore,Male,0.64,59.67,15.56,2.89,2.39,2.65,0.54,0.64,0.61,0.03
i2,Herbivore,Male,0.64,59.67,17.19,2.89,2.86,2.65,0.62,0.64,0.61,0.03
k2,Herbivore,Male,0.64,59.67,47.25,2.89,2.86,2.65,0.62,0.64,0.61,0.03
i2,Herbivore,Male,0.64,59.67,47.25,2.4,2.86,2.48,0.62,0.64,1.14,0.03
g2,Herbivore,Male,0.64,59.67,26.82,2.4,2.75,2.48,0.22,0.64,0.61,0.03
j2,Herbivore,Male,0.64,59.67,42.85,2.4,2.75,2.48,0.22,0.64,0.95,0.03
h2,Herbivore,Male,0.64,57.54,22.87,2.4,2.75,2.48,0.4,0.64,1.99,0.03
k2,Herbivore,Male,0.64,57.54,22.87,2.4,2.75,1.42,0.4,0.24,1.99,0.03
h2,Herbivore,Male,0.64,57.54,22.87,2.4,2.75,1.42,0.4,0.64,0.61,0.03
i2,Herbivore,Male,0.64,57.54,16.39,2.4,1.95,1.42,0.4,0.64,0.61,0.03
j2,Herbivore,Male,0.64,57.54,16.39,2.73,1.95,1.42,0.4,0.64,0.61,0.03
g2,Herbivore,Male,0.64,57.54,16.39,2.1,1.95,1.42,0.4,0.64,0.61,0.03
i2,Herbivore,Male,0.64,57.54,16.39,2.06,2.75,2.65,0.22,0.64,0.61,0.03
k6,Herbivore,Female,0.07,19.94,31.47,2.06,2.75,2.65,0.22,0.64,0.61,0.03
i2,Herbivore,Male,0.64,92.93,16.39,2.06,2.39,2.36,0.22,0.64,0.61,0.03
i2,Herbivore,Male,0.64,92.93,16.39,2.06,2.39,1.46,0.22,0.64,0.69,0.03
f2,Herbivore,Male,0.64,92.93,16.39,2.06,2.39,1.46,0.22,0.64,0.69,0.03
h2,Herbivore,Male,0.64,45.16,31.47,2.06,2.75,1.43,0.22,0.64,0.61,0.03
i2,Herbivore,Male,0.64,45.16,31.47,2.06,2.75,1.43,0.22,0.64,0.61,0.03
l2,Herbivore,Male,0.64,45.16,31.47,2.06,2.46,1.43,0.26,0.64,0.61,0.03
k2,Herbivore,Male,0.64,45.16,31.47,2.06,2.46,1.75,0.26,0.46,0.61,0.03
i2,Herbivore,Female,0.07,19.94,31.47,2.06,2.75,2.65,0.22,0.25,1.68,0.03
h2,Herbivore,Male,0.97,19.94,31.47,2.06,2.75,2.64,0.22,0.25,1.68,0.03
k2,Herbivore,Female,0.05,72.07,31.47,1.11,1.22,2.64,0.22,0.25,0.61,0.03
g2,Herbivore,Male,0.75,72.07,38.98,1.11,1.72,2.64,0.22,0.25,0.61,0.03
h2,Herbivore,Male,0.75,72.07,38.98,1.11,1.72,0.61,0.22,0.25,0.61,0.03
j2,Herbivore,Male,0.75,72.07,38.98,1.8,1.72,0.61,0.22,0.25,0.61,0.03
i2,Herbivore,Female,0.44,27.6,38.98,1.8,1.72,0.61,0.22,0.25,0.61,0.03
g2,Herbivore,Female,0.49,19.94,31.47,2.06,2.77,2.65,0.22,0.64,0.97,0.03
h2,Herbivore,Female,0.49,19.94,31.47,2.06,2.77,2.65,0.22,0.64,0.97,0.03
j2,Herbivore,Female,0.49,19.94,31.47,1.16,1.29,2.65,0.22,0.64,0.97,0.03
k2,Herbivore,Female,0.49,19.94,31.47,1.16,1.29,2.88,0.36,0.64,0.97,0.03
l2,Herbivore,Male,0.78,59.67,15.56,2.06,1.29,2.88,0.15,0.64,0.97,0.03
g2,Herbivore,Female,0.49,19.94,5.06,1.04,1.29,2.88,0.36,0.64,0.97,0.03
g2,Herbivore,Female,0.49,19.94,5.06,1.04,1.29,2.59,0.36,0.23,0.97,0.03
k2,Herbivore,Female,0.49,19.94,5.06,1.04,1.29,1.93,0.36,0.23,1.22,0.03
f2,Herbivore,Female,0.49,19.94,38.56,1.04,1.29,2.88,0.15,0.2,0.76,0.03
g2,Herbivore,Male,0.78,59.67,15.56,2.06,1.29,2.88,0.15,0.2,0.76,0.03
l2,Herbivore,Female,0.49,19.94,38.56,1.04,1.29,2.88,0.15,0.2,1.12,0.03
h2,Herbivore,Female,0.49,19.94,40.84,1.45,1.29,2.88,0.15,0.2,1.12,0.03
g2,Herbivore,Female,0.47,19.94,40.84,2.76,1.29,2.88,0.54,0.2,1.41,0.03
j2,Herbivore,Female,0.46,32.12,40.84,2.76,1.29,2.88,0.64,0.2,1.79,0.03
j2,Herbivore,Female,0.46,32.12,26.75,2.76,1.29,2.88,0.11,0.2,1.79,0.03
l2,Herbivore,Female,0.46,32.12,42.83,2.76,1.29,2.88,0.11,0.2,1.48,0.03
l2,Herbivore,Female,0.27,32.12,42.83,2.76,1.29,2.88,0.11,0.2,0.69,0.03
l2,Herbivore,Female,0.27,32.12,17.95,2.28,1.29,2.88,0.11,0.35,1.31,0.03
j2,Herbivore,Female,0.27,32.12,17.95,2.28,2.16,0.68,0.11,0.41,0.76,0.03
k2,Herbivore,Female,0.27,50.76,17.95,2.28,2.54,0.68,0.11,0.41,1.39,0.03
g2,Herbivore,Female,0.27,50.76,17.95,2.28,2.54,0.68,0.11,0.15,1.39,0.03
l2,Herbivore,Male,1,50.76,17.95,2.28,2.54,0.75,0.11,0.2,1.39,0.03
f2,Herbivore,Male,1,15.55,17.95,2.06,2.75,2.65,0.22,0.64,0.61,0.03
h2,Herbivore,Male,1,30.43,17.95,2.06,2.75,2.65,0.22,0.64,0.61,0.03
i2,Herbivore,Male,1,30.43,17.95,2.06,1.98,2.65,0.22,0.64,0.61,0.03
h2,Herbivore,Male,0.75,42.16,17.95,2.06,1.98,2.56,0.39,0.64,0.61,0.03
k2,Herbivore,Male,0.76,42.16,17.95,2.06,1.98,2.56,0.39,0.36,0.61,0.03
g2,Herbivore,Male,0.76,42.16,16.14,2.06,1.98,2.96,0.39,0.36,0.61,0.03
h2,Herbivore,Male,0.76,42.16,16.14,2.06,1.98,2.96,0.39,0.36,0.61,0.03
i2,Herbivore,Male,0.76,42.16,6.12,1.41,1.98,0.66,0.18,0.36,1.29,0.03
h2,Herbivore,Male,0.76,32.89,6.12,1.41,2.83,0.66,0.18,0.34,1.29,0.03
m2,Herbivore,Male,0.76,32.89,6.12,1.41,2.83,0.66,0.16,0.37,1.29,0.03
m2,Herbivore,Male,0.76,32.89,6.12,1.41,2.83,0.66,0.34,0.37,1.29,0.03
l2,Herbivore,Female,0.2,59.67,15.56,2.06,1.29,2.88,0.15,0.2,1.29,0.03
k6,Herbivore,Female,0.07,19.94,31.47,2.06,2.75,2.65,0.4,0.37,0.76,0.03
h2,Herbivore,Male,0.76,32.89,6.12,1.05,2.83,1.16,0.34,0.37,1.29,0.03
j2,Herbivore,Male,0.76,32.89,6.12,1.05,2.98,1.16,0.34,0.37,1.29,0.03
m2,Herbivore,Male,0.76,32.89,6.12,1.05,1.64,1.16,0.34,0.37,1.29,0.03
k2,Herbivore,Male,0.76,32.89,6.12,1.05,1.64,1.16,0.34,0.37,1.29,0.03
k2,Herbivore,Male,0.76,55.83,6.12,1.88,1.64,1.16,0.34,0.37,1.29,0.03
g2,Herbivore,Female,0.2,59.67,36.29,2.06,1.29,2.25,0.15,0.2,1.29,0.03
l2,Herbivore,Female,0.2,59.67,36.29,1.43,1.07,2.25,0.15,0.2,1.29,0.03
g2,Herbivore,Female,0.2,59.67,36.29,1.43,1.07,2.25,0.15,0.2,1.01,0.03
h2,Herbivore,Female,0.2,59.67,36.29,1.43,1.34,2.25,0.15,0.2,1.28,0.03
m2,Herbivore,Female,0.2,59.67,36.29,1.14,1.34,2.25,0.15,0.2,1.28,0.03
l2,Herbivore,Female,0.2,59.67,36.29,1.14,1.34,1.29,0.15,0.46,1.28,0.03
g2,Herbivore,Male,0.75,59.67,15.56,2.06,1.29,2.88,0.4,0.37,0.76,0.03
j2,Herbivore,Female,0.2,59.67,36.29,1.14,1.34,1.29,0.15,0.46,0.62,0.03
i2,Herbivore,Female,0.2,53.29,36.29,1.14,2.46,1.29,0.15,0.46,1.69,0.03
j2,Herbivore,Female,0.2,53.29,36.29,1.14,2.36,1.29,0.15,0.49,1.69,0.03
l2,Herbivore,Female,0.2,53.29,49.54,1.14,2.36,0.91,0.55,0.49,1.69,0.03
f2,Herbivore,Female,0.2,53.29,49.54,2.52,2.07,2.42,0.55,0.49,1.69,0.03
g2,Herbivore,Female,0.2,53.29,49.54,2.52,2.07,2.42,0.55,0.49,1.69,0.03
k2,Herbivore,Female,0.2,53.29,49.54,2.52,2.07,2.55,0.33,0.49,1.69,0.03
j2,Herbivore,Female,0.2,63.06,49.54,2.52,2.07,2.55,0.33,0.49,1.69,0.03
